block_2000,ward_2002,pop_2000
550790144001000,Milwaukee - C 58,164
550790110001005,Milwaukee - C 54,102
550790214002003,Milwaukee - C 222,71
550790213001001,Milwaukee - C 221,0
550790202002012,Milwaukee - C 221,69
550790213001013,Milwaukee - C 222,31
550790213001012,Milwaukee - C 222,143
550790214002008,Milwaukee - C 222,0
550790196001007,Milwaukee - C 190,77
550790196001000,Milwaukee - C 190,31
550790196001003,Milwaukee - C 190,50
550790179002001,Milwaukee - C 236,114
550790180021011,Milwaukee - C 57,1
550790180021012,Milwaukee - C 57,131
550790179004006,Milwaukee - C 235,79
550790179004009,Milwaukee - C 235,61
550790180011011,Milwaukee - C 237,72
550790180011006,Milwaukee - C 237,54
550790183003003,Milwaukee - C 240,132
550790181001011,Milwaukee - C 240,52
550790184002005,Milwaukee - C 241,54
550790184002006,Milwaukee - C 241,69
550790190003008,Milwaukee - C 146,84
550790199005002,Milwaukee - C 188,81
550791603001032,Oak Creek - C 15,34
550791603004013,Oak Creek - C 15,0
550791603002013,Oak Creek - C 13,94
550791504001022,Franklin - C 14,8
550791502004040,Franklin - C 14,0
550791502002016,Franklin - C 16,68
550791501002008,Franklin - C 10,9
550791501002012,Franklin - C 9,34
550791503024024,Franklin - C 2,88
550790601003023,Glendale - C 12,0
550790601004006,Glendale - C 10,87
550790601004026,Glendale - C 4,27
550791202011006,Greenfield - C 8,55
550791201003012,Greenfield - C 7,61
550791202031002,Greenfield - C 7,68
550791201003042,Greenfield - C 7,35
550791202021000,Greenfield - C 13,44
550791202032009,Greenfield - C 5,14
550791202021003,Greenfield - C 13,47
550791202022005,Greenfield - C 14,38
550790066002003,Milwaukee - C 99,91
550790066002002,Milwaukee - C 99,66
550790084001004,Milwaukee - C 109,132
550790067002001,Milwaukee - C 99,113
550790067001004,Milwaukee - C 99,208
550790086001007,Milwaukee - C 179,63
550790003042001,Milwaukee - C 155,411
550790003042006,Milwaukee - C 268,56
550790033001009,Milwaukee - C 78,31
550790030004010,Milwaukee - C 27,44
550790030004013,Milwaukee - C 27,80
550790024003015,Milwaukee - C 4,56
550790021001013,Milwaukee - C 161,405
550790010001008,Glendale - C 12,0
550790156001007,Milwaukee - C 201,46
550790057002008,Milwaukee - C 92,59
550790057002009,Milwaukee - C 92,79
550790058002006,Milwaukee - C 37,73
550790058002005,Milwaukee - C 37,72
550790022002003,Milwaukee - C 1,54
550790022002008,Milwaukee - C 1,61
550790013002005,Milwaukee - C 20,85
550790013002007,Milwaukee - C 20,88
550790013001010,Milwaukee - C 20,90
550790059003005,Milwaukee - C 125,0
550790059003015,Milwaukee - C 126,0
550790059003000,Milwaukee - C 127,138
550790093003009,Milwaukee - C 275,32
550790093002005,Milwaukee - C 275,64
550790094001005,Milwaukee - C 276,98
550790093001004,Milwaukee - C 275,74
550790094001003,Milwaukee - C 276,89
550790060003004,Milwaukee - C 127,107
550790026002000,Milwaukee - C 15,112
550790026001000,Milwaukee - C 15,189
550790046004002,Milwaukee - C 19,80
550790048002000,Milwaukee - C 172,127
550790048003000,Milwaukee - C 172,52
550790048003013,Milwaukee - C 172,0
550790132001007,Milwaukee - C 60,0
550790169002003,Milwaukee - C 212,0
550790130001016,Milwaukee - C 289,75
550790143001003,Milwaukee - C 58,178
550790110002000,Milwaukee - C 54,221
550790144001016,Milwaukee - C 59,1
550790144001015,Milwaukee - C 59,55
550790144001032,Milwaukee - C 59,8
550790153001991,Milwaukee - C 59,0
550790215001004,Milwaukee - C 228,58
550790215001006,Milwaukee - C 228,57
550790214002006,Milwaukee - C 222,94
550790214002000,Milwaukee - C 222,63
550790215001007,Milwaukee - C 228,60
550790196004000,Milwaukee - C 191,274
550790194001008,Milwaukee - C 192,48
550790196004002,Milwaukee - C 191,57
550790204003000,Milwaukee - C 248,110
550790203001011,Milwaukee - C 242,94
550790184001008,Milwaukee - C 240,0
550790206001000,Milwaukee - C 250,35
550790206001019,Milwaukee - C 249,61
550790206001008,Milwaukee - C 249,73
550790193004010,Milwaukee - C 186,50
550790193004012,Milwaukee - C 185,67
550790191003009,Milwaukee - C 200,140
550790190003004,Milwaukee - C 145,71
550790191003010,Milwaukee - C 200,60
550790191003007,Milwaukee - C 200,136
550790182001010,Milwaukee - C 239,93
550790000000997,NA,0
550790301003027,Bayside - V 1,544
550790301004003,Bayside - V 2,57
550790301004010,Bayside - V 2,27
550790301003003,Bayside - V 5,11
550790301002004,Bayside - V 2,66
550790301002001,Bayside - V 3,32
550790301002013,Bayside - V 3,23
550790301001018,Bayside - V 3,30
550790301001020,Bayside - V 3,31
550790501024009,Brown Deer - V 6,48
550790501014002,Brown Deer - V 4,26
550790501015008,Brown Deer - V 7,33
550790501012007,Brown Deer - V 2,43
550790501015012,Brown Deer - V 7,18
550790501015018,Brown Deer - V 7,24
550790501015022,Brown Deer - V 7,69
550790501011015,Brown Deer - V 4,81
550790501012001,Brown Deer - V 1,32
550790601004010,Glendale - C 4,22
550790601004009,Glendale - C 4,82
550791202031006,Greenfield - C 7,181
550791204003019,Greenfield - C 16,59
550791202033011,Greenfield - C 5,48
550791203001019,Greenfield - C 1,31
550791203001040,Greenfield - C 1,22
550791203001014,Greenfield - C 1,35
550791203001043,Greenfield - C 1,39
550790085001005,Milwaukee - C 109,111
550790085001012,Milwaukee - C 109,71
550790085001015,Milwaukee - C 109,22
550790131001001,Milwaukee - C 289,0
550790032002003,Milwaukee - C 31,66
550790009001021,Milwaukee - C 147,134
550790115001001,Milwaukee - C 111,53
550790022002007,Milwaukee - C 1,222
550790022002009,Milwaukee - C 1,69
550790161002006,Milwaukee - C 296,86
550790171002006,Milwaukee - C 295,95
550790171002010,Milwaukee - C 295,0
550790172001005,Milwaukee - C 295,97
550790162003006,Milwaukee - C 135,201
550790012003007,Milwaukee - C 160,162
550790012003003,Milwaukee - C 160,110
550790093003003,Milwaukee - C 126,74
550790093003006,Milwaukee - C 275,85
550790132001012,Milwaukee - C 64,0
550790144001996,Milwaukee - C 59,0
550790152001031,Milwaukee - C 60,0
550790152001996,Milwaukee - C 60,0
550790152001032,Milwaukee - C 60,0
550790148001003,Milwaukee - C 310,54
550790174001001,Milwaukee - C 139,143
550790174001002,Milwaukee - C 140,253
550790169003000,Milwaukee - C 212,202
550790174001000,Milwaukee - C 139,195
550790168001007,Milwaukee - C 212,114
550790130002002,Milwaukee - C 289,47
550790126001006,Milwaukee - C 282,104
550790153001048,Milwaukee - C 59,0
550790153001017,Milwaukee - C 59,0
550790153001047,Milwaukee - C 59,0
550790143001006,Milwaukee - C 58,214
550790143002007,Milwaukee - C 59,0
550790200001014,Milwaukee - C 144,36
550790200001000,Milwaukee - C 144,0
550790203001002,Milwaukee - C 242,88
550790176001009,Milwaukee - C 213,24
550790177001014,Milwaukee - C 235,0
550790193002001,Milwaukee - C 185,105
550790193001000,Milwaukee - C 185,25
550790193002006,Milwaukee - C 187,41
550790192003012,Milwaukee - C 185,102
550790192003009,Milwaukee - C 184,68
550790192003000,Milwaukee - C 184,155
550790196001006,Milwaukee - C 190,87
550790192003005,Milwaukee - C 184,107
550790182002004,Milwaukee - C 252,38
550790182002003,Milwaukee - C 252,69
550790208003002,Milwaukee - C 254,89
550790208003010,Milwaukee - C 254,109
550790208003009,Milwaukee - C 253,47
550790182002013,Milwaukee - C 239,5
550790208001006,Milwaukee - C 253,91
550790208002008,Milwaukee - C 253,78
550790008001015,Milwaukee - C 151,79
550790130001012,Milwaukee - C 283,23
550790154001048,Milwaukee - C 202,0
550790125001005,Milwaukee - C 279,0
550790501021006,Brown Deer - V 1,49
550790501022002,Brown Deer - V 3,244
550790501013002,Brown Deer - V 5,232
550790501013022,Brown Deer - V 5,46
550790501021012,Brown Deer - V 2,0
550790501013012,Brown Deer - V 5,45
550790501023001,Brown Deer - V 6,19
550790501023013,Brown Deer - V 6,20
550790501025001,Brown Deer - V 9,2
550790501024012,Brown Deer - V 6,4
550790501025013,Brown Deer - V 9,57
550790501025018,Brown Deer - V 9,69
550790501025011,Brown Deer - V 9,67
550790501025009,Brown Deer - V 9,88
550790501025021,Brown Deer - V 9,76
550790501011013,Brown Deer - V 1,105
550790501011006,Brown Deer - V 1,22
550791804002011,Cudahy - C 14,62
550791801002004,Cudahy - C 1,72
550791801001013,Cudahy - C 4,18
550791801001014,Cudahy - C 5,4
550791802001005,Cudahy - C 4,87
550791802003004,Cudahy - C 6,104
550791802001016,Cudahy - C 5,75
550790601003002,Glendale - C 11,93
550790601002029,Glendale - C 5,38
550790601002026,Glendale - C 5,69
550790701001000,Whitefish Bay - V 1,165
550790197004015,Milwaukee - C 196,34
550791202013005,Greenfield - C 7,34
550791202031008,Greenfield - C 7,11
550791203001045,Greenfield - C 1,62
550791202032002,Greenfield - C 5,18
550791204003013,Greenfield - C 2,52
550790101001007,Milwaukee - C 298,104
550790102001006,Milwaukee - C 298,81
550790085002000,Milwaukee - C 109,58
550790084002002,Milwaukee - C 109,107
550790103001020,Milwaukee - C 297,42
550790141001013,Milwaukee - C 112,78
550790141001018,Milwaukee - C 61,0
550790141002016,Milwaukee - C 112,0
550790141002022,Milwaukee - C 60,4
550790153001995,Milwaukee - C 59,0
550790154001030,Milwaukee - C 202,0
550790155001012,Milwaukee - C 201,6
550790162003005,Milwaukee - C 135,135
550790170005002,Milwaukee - C 135,133
550790170005004,Milwaukee - C 135,157
550790031002006,Milwaukee - C 113,66
550790137002007,Milwaukee - C 66,167
550790148001010,Milwaukee - C 65,271
550790149001002,Milwaukee - C 60,96
550790151001020,Milwaukee - C 60,0
550790034004001,Wauwatosa - C 24,15
550790033004005,Milwaukee - C 80,115
550790033005005,Milwaukee - C 83,183
550790901001023,Wauwatosa - C 24,41
550790055005010,Milwaukee - C 87,44
550790168003004,Milwaukee - C 212,171
550790168002002,Milwaukee - C 211,106
550790168001012,Milwaukee - C 211,126
550790164001001,Milwaukee - C 203,134
550790164002006,Milwaukee - C 209,215
550790167003007,Milwaukee - C 211,9
550790132001025,Milwaukee - C 201,0
550790044001000,Milwaukee - C 96,0
550790043002015,Milwaukee - C 16,64
550790045001009,Milwaukee - C 16,0
550790045002007,Milwaukee - C 16,0
550790174002005,Milwaukee - C 136,121
550790174002003,Milwaukee - C 140,224
550790188001001,Milwaukee - C 140,165
550790201003014,Milwaukee - C 246,58
550790132001099,Milwaukee - C 64,238
550790079001000,Milwaukee - C 48,352
550790153001027,Milwaukee - C 56,64
550790185001007,Milwaukee - C 242,0
550790205002007,Milwaukee - C 242,57
550790185001013,Milwaukee - C 242,0
550790205003000,Milwaukee - C 242,83
550790063001004,Milwaukee - C 173,0
550790130001013,Milwaukee - C 289,13
550790194001003,Milwaukee - C 192,0
550790192004011,Milwaukee - C 187,0
550790183003007,Milwaukee - C 240,97
550790154001058,Milwaukee - C 57,0
550790183003008,Milwaukee - C 240,86
550790181001007,Milwaukee - C 238,55
550790044001019,Milwaukee - C 95,64
550790044001023,Milwaukee - C 95,103
550790190001011,Milwaukee - C 182,0
550790190004003,Milwaukee - C 146,56
550790190004002,Milwaukee - C 146,77
550790190001000,Milwaukee - C 182,0
550790190003012,Milwaukee - C 145,82
550790190003001,Milwaukee - C 145,86
550790190003000,Milwaukee - C 145,77
550791802003008,Cudahy - C 6,0
550791804001007,Cudahy - C 10,114
550791804001003,Cudahy - C 10,25
550791802002004,Cudahy - C 6,68
550791804002003,Cudahy - C 13,41
550791804001012,Cudahy - C 10,56
550791803003004,Cudahy - C 3,0
550791803003015,Cudahy - C 7,6
550791805004012,Cudahy - C 15,91
550791803003016,Cudahy - C 7,19
550791803001005,Cudahy - C 9,74
550791801003017,Cudahy - C 3,73
550791801003027,Cudahy - C 3,130
550791802004005,Cudahy - C 7,98
550791802005005,Cudahy - C 4,115
550791802005002,Cudahy - C 2,88
550791801003028,Cudahy - C 3,129
550791802004001,Cudahy - C 4,148
550791802004002,Cudahy - C 7,92
550791805003007,Cudahy - C 12,103
550791805002001,Cudahy - C 12,185
550791805004013,Cudahy - C 15,168
550791805003004,Cudahy - C 12,139
550791805004009,Cudahy - C 15,83
550791805004010,Cudahy - C 15,62
550790602004003,Glendale - C 12,0
550790602004008,Glendale - C 6,31
550790602004007,Glendale - C 6,92
550790602004017,Glendale - C 6,44
550790602004015,Glendale - C 12,23
550790044003004,Glendale - C 1,0
550791402012018,Greendale - V 3,27
550791202012000,Greenfield - C 6,152
550791201003018,Greenfield - C 12,37
550791204003007,Greenfield - C 16,82
550791204003008,Greenfield - C 16,86
550791202032016,Greenfield - C 5,38
550791203001012,Greenfield - C 1,44
550790002021006,Milwaukee - C 263,52
550790002021017,Milwaukee - C 264,92
550790128002009,Milwaukee - C 286,0
550790128001013,Milwaukee - C 286,61
550790045001015,Milwaukee - C 16,0
550790067001002,Milwaukee - C 99,0
550790070004004,Milwaukee - C 100,23
550790114001998,Milwaukee - C 55,0
550790113001998,Milwaukee - C 55,0
550790031002002,Milwaukee - C 113,120
550790029001008,Milwaukee - C 7,53
550790040001003,Milwaukee - C 32,87
550790120001004,Milwaukee - C 309,88
550790120001010,Milwaukee - C 309,37
550790132001079,Milwaukee - C 64,0
550790149002000,Milwaukee - C 60,178
550790147001006,Milwaukee - C 65,221
550790147002002,Milwaukee - C 311,42
550790055005012,Milwaukee - C 87,80
550790034004023,Milwaukee - C 88,107
550790132001109,Milwaukee - C 201,0
550790132001110,Milwaukee - C 201,0
550790155001004,Milwaukee - C 201,0
550790156001001,Milwaukee - C 201,0
550790045001011,Milwaukee - C 16,122
550790045001006,Milwaukee - C 16,65
550790044003016,Milwaukee - C 96,0
550790045001012,Milwaukee - C 16,198
550790044002006,Milwaukee - C 97,210
550790044003019,Milwaukee - C 96,9
550790044003000,Milwaukee - C 96,3
550790068003002,Milwaukee - C 166,162
550790046002007,Milwaukee - C 165,86
550790201001009,Milwaukee - C 245,103
550790201001015,Milwaukee - C 247,0
550790202001003,Milwaukee - C 218,156
550790110001001,Milwaukee - C 53,55
550790154001042,Milwaukee - C 202,0
550790198005000,Milwaukee - C 189,28
550790198002002,Milwaukee - C 188,31
550790143002010,Milwaukee - C 59,0
550790153001001,Milwaukee - C 56,0
550790195002008,Milwaukee - C 194,98
550790195002019,Milwaukee - C 195,53
550790197003010,Milwaukee - C 196,55
550790181002010,Milwaukee - C 240,52
550790181001015,Milwaukee - C 238,49
550790181001006,Milwaukee - C 238,0
550790181001003,Milwaukee - C 238,51
550790181002013,Milwaukee - C 238,60
550790183002006,Milwaukee - C 251,100
550790183002010,Milwaukee - C 251,42
550790183001009,Milwaukee - C 251,52
550790183001003,Milwaukee - C 239,173
550790181002011,Milwaukee - C 238,33
550790182001006,Milwaukee - C 239,69
550790042004013,Milwaukee - C 14,102
550790008001003,Milwaukee - C 151,97
550790040002001,Milwaukee - C 116,0
550790190002006,Milwaukee - C 145,78
550790190002002,Milwaukee - C 145,31
550790191002000,Milwaukee - C 200,76
550790119001006,Milwaukee - C 309,6
550790073003999,Milwaukee - C 41,0
550790072001999,Milwaukee - C 41,0
550790069001003,Milwaukee - C 96,109
550791805004017,Cudahy - C 15,91
550791805004002,Cudahy - C 15,67
550791802003001,Cudahy - C 7,97
550791805004001,Cudahy - C 15,95
550791804003006,Cudahy - C 10,130
550790352002002,Fox Point - V 7,10
550790351003002,Fox Point - V 2,14
550790352001006,Fox Point - V 8,6
550790352001005,Fox Point - V 8,56
550790352001009,Fox Point - V 9,14
550790352001011,Fox Point - V 9,0
550790352001010,Fox Point - V 9,20
550790352001000,Fox Point - V 9,83
550790351003001,Fox Point - V 2,8
550790351002000,Fox Point - V 3,429
550790352003008,Fox Point - V 6,78
550790352004001,Fox Point - V 5,59
550790352004017,Fox Point - V 4,15
550790352002009,Fox Point - V 8,39
550790601004016,Glendale - C 4,77
550790601001024,Glendale - C 9,0
550790601004018,Glendale - C 11,36
550790601002007,Glendale - C 3,36
550791402013014,Greendale - V 4,30
550791402011001,Greendale - V 9,121
550791402012008,Greendale - V 3,0
550791201001014,Greenfield - C 10,41
550791202012016,Greenfield - C 6,56
550791202012014,Greenfield - C 6,42
550791202031012,Greenfield - C 6,21
550791202031020,Greenfield - C 6,5
550791205011005,Greenfield - C 17,50
550791301002004,Hales Corners - V 1,328
550791301002001,Hales Corners - V 2,23
550790123001006,Milwaukee - C 307,0
550790123001018,Milwaukee - C 307,0
550790067003002,Milwaukee - C 99,0
550790084001001,Milwaukee - C 109,0
550790005013001,Milwaukee - C 75,0
550790003012019,Milwaukee - C 273,9
550790127001002,Milwaukee - C 285,157
550790128002017,Milwaukee - C 286,0
550790113001014,Milwaukee - C 55,0
550790005022009,Milwaukee - C 272,100
550790005022010,Milwaukee - C 272,114
550790015003002,Milwaukee - C 25,0
550790005022019,Milwaukee - C 272,65
550790016002004,Milwaukee - C 74,242
550790170005005,Milwaukee - C 135,130
550790170002003,Milwaukee - C 135,43
550790170003006,Milwaukee - C 137,136
550790173001000,Milwaukee - C 138,129
550790027002001,Milwaukee - C 113,256
550790036001007,Milwaukee - C 32,50
550790036002011,Milwaukee - C 35,97
550790037002001,Milwaukee - C 35,77
550790037002012,Milwaukee - C 118,100
550790132001105,Milwaukee - C 63,0
550790132001051,Milwaukee - C 63,0
550790157001003,Milwaukee - C 204,88
550790132001089,Milwaukee - C 64,0
550790161002001,Milwaukee - C 293,227
550790132001077,Milwaukee - C 64,0
550790161001001,Milwaukee - C 292,121
550790055001002,Milwaukee - C 86,63
550790034004021,Milwaukee - C 88,5
550790017004003,Milwaukee - C 75,62
550790033004001,Milwaukee - C 80,242
550790033001002,Milwaukee - C 78,82
550790034002010,Milwaukee - C 82,91
550790034001004,Milwaukee - C 81,77
550790054002000,Milwaukee - C 84,93
550790005011014,Milwaukee - C 273,0
550790057002014,Milwaukee - C 92,66
550790057001017,Milwaukee - C 93,67
550790057001020,Milwaukee - C 93,14
550790057001016,Milwaukee - C 92,72
550790094002001,Milwaukee - C 276,122
550790124002005,Milwaukee - C 278,101
550790124002011,Milwaukee - C 278,0
550790108002004,Milwaukee - C 52,131
550790108002000,Milwaukee - C 51,70
550790216002014,Milwaukee - C 227,70
550790175003001,Milwaukee - C 139,29
550790176001003,Milwaukee - C 213,140
550790198005006,Milwaukee - C 189,50
550790197002007,Milwaukee - C 197,128
550790197001007,Milwaukee - C 197,72
550790198003006,Milwaukee - C 198,208
550790070001000,Milwaukee - C 96,180
550790081001000,Milwaukee - C 104,120
550790071002005,Milwaukee - C 95,124
550790071001003,Milwaukee - C 102,48
550790071003003,Milwaukee - C 103,169
550790199005014,Milwaukee - C 188,64
550790199001006,Milwaukee - C 199,81
550790199003000,Milwaukee - C 199,149
550791204004007,Milwaukee - C 199,140
550790072001005,Milwaukee - C 41,306
550790217005002,Milwaukee - C 234,0
550790072001003,Milwaukee - C 102,77
550790106001002,Milwaukee - C 106,82
550791503011023,Franklin - C 23,37
550791503014012,Franklin - C 22,13
550791503013999,Franklin - C 21,0
550791502002012,Franklin - C 18,41
550791501001003,Franklin - C 12,44
550791501001019,Franklin - C 12,39
550791501003031,Franklin - C 19,93
550791503024001,Franklin - C 3,619
550791502004039,Franklin - C 14,31
550791501003024,Franklin - C 20,95
550791501003010,Franklin - C 20,45
550791501002000,Franklin - C 10,392
550791501001007,Franklin - C 11,0
550791501001009,Franklin - C 11,47
550791503023014,Franklin - C 4,66
550790601001022,Glendale - C 9,2
550790601001015,Glendale - C 9,30
550790601002012,Glendale - C 3,50
550790601002003,Glendale - C 3,49
550790601002004,Glendale - C 3,63
550791402023013,Greendale - V 5,24
550791402021001,Greendale - V 7,128
550791402024009,Greendale - V 7,38
550791402024003,Greendale - V 8,20
550791205013009,Greenfield - C 21,87
550791205013021,Greenfield - C 20,42
550791205013022,Greenfield - C 20,51
550791204001015,Greenfield - C 3,31
550790199004018,Greenfield - C 14,2
550791302003999,Hales Corners - V 4,0
550791302003001,Hales Corners - V 4,59
550791302003014,Hales Corners - V 8,47
550790123001011,Milwaukee - C 307,0
550790069003001,Milwaukee - C 98,78
550790069002007,Milwaukee - C 101,28
550790083002000,Milwaukee - C 108,88
550790014002005,Milwaukee - C 270,82
550790017005005,Milwaukee - C 28,459
550790016002002,Milwaukee - C 26,141
550790001002006,Milwaukee - C 258,0
550790037001004,Milwaukee - C 35,117
550790036001017,Milwaukee - C 35,83
550790037001007,Milwaukee - C 118,85
550790137001002,Milwaukee - C 67,138
550790138001004,Milwaukee - C 310,219
550790121001005,Milwaukee - C 67,51
550790138002000,Milwaukee - C 310,46
550790157004000,Milwaukee - C 204,250
550790157001007,Milwaukee - C 63,105
550790159002001,Milwaukee - C 292,233
550790159002004,Milwaukee - C 292,271
550790161002009,Milwaukee - C 295,94
550790055005001,Milwaukee - C 87,0
550790055005006,Milwaukee - C 87,15
550790055004007,Milwaukee - C 91,49
550790033006007,Milwaukee - C 80,206
550790033006004,Milwaukee - C 80,50
550790126003003,Milwaukee - C 284,28
550790129002010,Milwaukee - C 284,21
550790094002007,Milwaukee - C 276,56
550790094002005,Milwaukee - C 276,106
550790052001013,Milwaukee - C 89,54
550790055002005,Milwaukee - C 91,50
550790055003004,Milwaukee - C 91,44
550790055002011,Milwaukee - C 91,49
550790055003012,Milwaukee - C 91,54
550790055003002,Milwaukee - C 91,55
550790077001003,Milwaukee - C 46,108
550790077002008,Milwaukee - C 49,107
550790077002002,Milwaukee - C 49,26
550790077002015,Milwaukee - C 49,26
550790077002000,Milwaukee - C 49,115
550790109001016,Milwaukee - C 50,566
550790187001000,Milwaukee - C 141,145
550790187003000,Milwaukee - C 142,67
550790186002002,Milwaukee - C 142,43
550790106001005,Milwaukee - C 106,83
550790106002007,Milwaukee - C 110,81
550790107002016,Milwaukee - C 110,109
550790080002000,Milwaukee - C 48,158
550790080002007,Milwaukee - C 48,170
550790107001000,Milwaukee - C 105,163
550791502005010,Franklin - C 13,134
550791502004033,Franklin - C 14,32
550791503024016,Franklin - C 2,43
550791503024020,Franklin - C 2,48
550791503024015,Franklin - C 3,0
550791503024011,Franklin - C 2,11
550791503024014,Franklin - C 3,139
550791502002008,Franklin - C 18,62
550791502002009,Franklin - C 18,91
550791502002010,Franklin - C 18,87
550791503024013,Franklin - C 2,57
550791502003014,Franklin - C 17,102
550791502003015,Franklin - C 17,0
550791503023016,Franklin - C 4,36
550791503012001,Franklin - C 6,69
550790601002009,Glendale - C 3,85
550791401002004,Greendale - V 10,33
550791401002014,Greendale - V 10,0
550791401002028,Greendale - V 1,65
550791401002033,Greendale - V 2,0
550791401001000,Greendale - V 2,91
550791401001012,Greendale - V 2,1
550791402012021,Greendale - V 4,33
550791402013015,Greendale - V 4,13
550791203001004,Milwaukee - C 200,0
550791201003025,Greenfield - C 12,2
550791302003016,Hales Corners - V 8,18
550791302003015,Hales Corners - V 8,58
550791302002012,Hales Corners - V 8,23
550791301002007,Hales Corners - V 2,61
550790135001004,Milwaukee - C 71,107
550790104001005,Milwaukee - C 108,114
550790001004005,Milwaukee - C 265,526
550790131001000,Milwaukee - C 289,0
550790160002007,Milwaukee - C 294,112
550790161003009,Milwaukee - C 295,12
550790160002005,Milwaukee - C 294,253
550790190002003,Milwaukee - C 145,37
550790104001007,Milwaukee - C 108,0
550790032001014,Milwaukee - C 31,69
550790032001007,Milwaukee - C 30,68
550790032001013,Milwaukee - C 30,70
550790052002009,Milwaukee - C 84,44
550790052002010,Milwaukee - C 89,62
550790035003006,Milwaukee - C 34,64
550790159003002,Milwaukee - C 132,193
550790159001001,Milwaukee - C 64,160
550790040001008,Milwaukee - C 32,79
550790040001011,Milwaukee - C 32,0
550790040001012,Milwaukee - C 32,0
550790037001010,Milwaukee - C 118,0
550790027001002,Milwaukee - C 114,170
550790027001001,Milwaukee - C 114,164
550790027001003,Milwaukee - C 114,170
550790027001004,Milwaukee - C 114,149
550790134002003,Milwaukee - C 72,85
550790137002003,Milwaukee - C 66,182
550790030002003,Milwaukee - C 10,108
550790020002010,Milwaukee - C 163,54
550790020002012,Milwaukee - C 163,82
550790055003019,Milwaukee - C 91,0
550790061003007,Milwaukee - C 303,134
550790061002001,Milwaukee - C 128,141
550790091002009,Milwaukee - C 305,26
550790055002001,Milwaukee - C 86,0
550790054004009,Milwaukee - C 90,66
550790054004004,Milwaukee - C 86,84
550790054004005,Milwaukee - C 86,62
550790056002006,Milwaukee - C 94,52
550790056002004,Milwaukee - C 94,73
550790126003014,Milwaukee - C 284,29
550790125002004,Milwaukee - C 280,0
550790125002005,Milwaukee - C 280,3
550790126002000,Milwaukee - C 283,1
550790126002001,Milwaukee - C 283,0
550790075003008,Milwaukee - C 43,70
550790075003007,Milwaukee - C 43,69
550790075002006,Milwaukee - C 43,96
550790074001005,Milwaukee - C 38,72
550790218003010,Greenfield - C 20,15
550790218003011,Milwaukee - C 231,19
550790218002004,Milwaukee - C 231,122
550790218003006,Milwaukee - C 231,78
550790077003002,Milwaukee - C 47,70
550790074001010,Milwaukee - C 38,56
550790109002003,Milwaukee - C 56,0
550790132001996,Milwaukee - C 201,0
550790153001053,Milwaukee - C 59,0
550790204001004,Milwaukee - C 143,169
550790203002004,Milwaukee - C 247,74
550790203001008,Milwaukee - C 248,105
550790198003011,Milwaukee - C 198,154
550790199004007,Milwaukee - C 198,67
550790208003006,Milwaukee - C 254,120
550790206001024,Milwaukee - C 216,58
550790209002005,Milwaukee - C 224,174
550790079001004,Milwaukee - C 48,103
550790077003999,Milwaukee - C 47,0
550790073002000,Milwaukee - C 40,0
550790078002004,Milwaukee - C 44,155
550791503012010,Franklin - C 6,104
550791503021015,Franklin - C 24,0
550791503021002,Franklin - C 24,0
550791503012009,Franklin - C 6,18
550791503021004,Franklin - C 24,0
550790602002013,Glendale - C 7,38
550791201003004,Greenfield - C 9,36
550791201003002,Greenfield - C 9,8
550791301002012,Hales Corners - V 2,59
550791301001006,Hales Corners - V 2,34
550791301002017,Hales Corners - V 2,31
550791302002010,Hales Corners - V 8,39
550791302002008,Hales Corners - V 8,18
550791302002007,Hales Corners - V 8,37
550791302001014,Hales Corners - V 6,19
550791302001018,Hales Corners - V 6,38
550790002022010,Milwaukee - C 264,64
550790001003013,Milwaukee - C 265,15
550790082002002,Milwaukee - C 107,137
550790082002001,Milwaukee - C 107,125
550790105001001,Milwaukee - C 107,91
550790051003004,Milwaukee - C 36,79
550790051003008,Milwaukee - C 36,73
550790030004000,Milwaukee - C 27,0
550790159003001,Milwaukee - C 132,176
550790159003006,Milwaukee - C 132,77
550790132001074,Milwaukee - C 64,0
550790132001069,Milwaukee - C 63,0
550790163004002,Milwaukee - C 133,291
550790019004004,Milwaukee - C 159,153
550790001003004,Milwaukee - C 265,0
550790007002006,Milwaukee - C 148,66
550790024002009,Milwaukee - C 15,0
550790025003002,Milwaukee - C 6,110
550790011003008,Milwaukee - C 158,22
550790020001001,Milwaukee - C 162,86
550790090003003,Milwaukee - C 301,159
550790090003007,Milwaukee - C 302,84
550790063001009,Milwaukee - C 173,169
550790089001001,Milwaukee - C 181,3
550790063002001,Milwaukee - C 173,132
550790047002007,Milwaukee - C 167,99
550790064002007,Milwaukee - C 180,157
550790064002004,Milwaukee - C 180,95
550790126002012,Milwaukee - C 283,86
550790126001011,Milwaukee - C 283,30
550790126001001,Milwaukee - C 280,0
550790126001013,Milwaukee - C 283,91
550790129003005,Milwaukee - C 288,105
550790086002006,Milwaukee - C 298,108
550790100001004,Milwaukee - C 299,0
550790100002000,Milwaukee - C 299,11
550790074001012,Milwaukee - C 38,89
550790187003011,Milwaukee - C 142,207
550790205001006,Milwaukee - C 244,0
550790189001015,Milwaukee - C 144,0
550790203002015,Milwaukee - C 221,88
550790216002007,Milwaukee - C 230,67
550790212001015,Milwaukee - C 225,0
550790185002008,Milwaukee - C 217,71
550790185001030,Milwaukee - C 217,83
550790209003004,Milwaukee - C 216,62
