block_2010,pop_2010,ward_2002,ward_2011
550790001011000,77,Milwaukee - C 259,Milwaukee - C 3
550790001011001,235,Milwaukee - C 259,Milwaukee - C 3
550790001011002,73,Milwaukee - C 259,Milwaukee - C 3
550790001011003,139,Milwaukee - C 259,Milwaukee - C 3
550790001011004,865,Milwaukee - C 259,Milwaukee - C 3
550790001012000,0,Milwaukee - C 259,Milwaukee - C 3
550790001012001,0,Milwaukee - C 259,Milwaukee - C 3
550790001012002,0,Milwaukee - C 259,Milwaukee - C 3
550790001012003,49,Milwaukee - C 259,Milwaukee - C 3
550790001012004,199,Milwaukee - C 259,Milwaukee - C 3
550790001012005,522,Milwaukee - C 259,Milwaukee - C 3
550790001012006,156,Milwaukee - C 259,Milwaukee - C 3
550790001012007,73,Milwaukee - C 259,Milwaukee - C 3
550790001012008,0,Milwaukee - C 259,Milwaukee - C 3
550790001012009,0,Milwaukee - C 259,Milwaukee - C 3
550790001013000,936,Milwaukee - C 258,Milwaukee - C 4
550790001013001,430,Milwaukee - C 258,Milwaukee - C 4
550790001014000,0,Milwaukee - C 258,Milwaukee - C 4
550790001014001,0,Milwaukee - C 258,Milwaukee - C 4
550790001014002,973,Milwaukee - C 258,Milwaukee - C 4
550790001014003,0,Milwaukee - C 258,Milwaukee - C 4
550790001014004,6,Milwaukee - C 258,Milwaukee - C 4
550790001014005,24,Milwaukee - C 258,Milwaukee - C 4
550790001014006,44,Milwaukee - C 258,Milwaukee - C 4
550790001014007,21,Milwaukee - C 258,Milwaukee - C 4
550790001014008,0,Milwaukee - C 258,Milwaukee - C 4
550790001014009,0,Milwaukee - C 258,Milwaukee - C 4
550790001021000,399,Milwaukee - C 265,Milwaukee - C 5
550790001021001,174,Milwaukee - C 265,Milwaukee - C 5
550790001021002,567,Milwaukee - C 265,Milwaukee - C 5
550790001021003,98,Milwaukee - C 265,Milwaukee - C 5
550790001022000,0,Milwaukee - C 265,Milwaukee - C 5
550790001022001,0,Milwaukee - C 265,Milwaukee - C 5
550790001022002,0,Milwaukee - C 265,Milwaukee - C 5
550790001022003,0,Milwaukee - C 265,Milwaukee - C 5
550790001022004,0,Milwaukee - C 265,Milwaukee - C 5
550790001022005,0,Milwaukee - C 265,Milwaukee - C 5
550790001022006,36,Milwaukee - C 265,Milwaukee - C 5
550790001022007,0,Milwaukee - C 149,Milwaukee - C 4
550790001022008,3,Milwaukee - C 265,Milwaukee - C 5
550790001022009,0,Milwaukee - C 265,Milwaukee - C 5
550790001022010,485,Milwaukee - C 265,Milwaukee - C 5
550790001022011,0,Milwaukee - C 265,Milwaukee - C 5
550790001022012,36,Milwaukee - C 155,Milwaukee - C 9
550790001022013,348,Milwaukee - C 155,Milwaukee - C 9
550790001022014,12,Milwaukee - C 265,Milwaukee - C 5
550790001022015,37,Milwaukee - C 155,Milwaukee - C 9
550790001022016,62,Milwaukee - C 155,Milwaukee - C 9
550790001022017,58,Milwaukee - C 155,Milwaukee - C 9
550790001022018,37,Milwaukee - C 155,Milwaukee - C 9
550790001022019,71,Milwaukee - C 155,Milwaukee - C 9
550790001022020,61,Milwaukee - C 155,Milwaukee - C 9
550790001022021,74,Milwaukee - C 155,Milwaukee - C 9
550790001022022,28,Milwaukee - C 155,Milwaukee - C 9
550790001022023,30,Milwaukee - C 155,Milwaukee - C 9
550790001022024,72,Milwaukee - C 155,Milwaukee - C 9
550790001022025,75,Milwaukee - C 155,Milwaukee - C 9
550790001022026,0,Milwaukee - C 155,Milwaukee - C 9
550790001023000,169,Milwaukee - C 149,Milwaukee - C 4
550790001023001,569,Milwaukee - C 149,Milwaukee - C 4
550790001023002,3,Milwaukee - C 149,Milwaukee - C 4
550790001023003,0,Milwaukee - C 149,Milwaukee - C 4
550790001023004,3,Milwaukee - C 149,Milwaukee - C 4
550790002011000,0,Milwaukee - C 261,Milwaukee - C 1
550790002011001,7,Milwaukee - C 261,Milwaukee - C 1
550790002011002,0,Milwaukee - C 261,Milwaukee - C 1
550790002011003,115,Milwaukee - C 261,Milwaukee - C 1
550790002011004,1126,Milwaukee - C 261,Milwaukee - C 1
550790002011005,5,Milwaukee - C 261,Milwaukee - C 1
550790002011006,9,Milwaukee - C 261,Milwaukee - C 1
550790002011007,0,Milwaukee - C 261,Milwaukee - C 1
550790002011008,137,Milwaukee - C 261,Milwaukee - C 1
550790002011009,0,Milwaukee - C 261,Milwaukee - C 1
550790002012000,279,Milwaukee - C 261,Milwaukee - C 1
550790002012001,4,Milwaukee - C 261,Milwaukee - C 1
550790002012002,10,Milwaukee - C 261,Milwaukee - C 1
550790002012003,0,Milwaukee - C 261,Milwaukee - C 1
550790002012004,0,Milwaukee - C 261,Milwaukee - C 1
550790002012005,0,Milwaukee - C 261,Milwaukee - C 1
550790002012006,0,Milwaukee - C 261,Milwaukee - C 1
550790002012007,0,Milwaukee - C 261,Milwaukee - C 1
550790002012008,741,Milwaukee - C 261,Milwaukee - C 1
550790002012009,98,Milwaukee - C 261,Milwaukee - C 1
550790002012010,304,Milwaukee - C 261,Milwaukee - C 1
550790002012011,675,Milwaukee - C 261,Milwaukee - C 1
550790002012012,87,Milwaukee - C 261,Milwaukee - C 1
550790002012013,210,Milwaukee - C 261,Milwaukee - C 1
550790002012014,0,Milwaukee - C 261,Milwaukee - C 1
550790002012015,0,Milwaukee - C 261,Milwaukee - C 1
550790002012016,0,Milwaukee - C 261,Milwaukee - C 1
550790002012017,1,Milwaukee - C 261,Milwaukee - C 1
550790002013000,1642,Milwaukee - C 260,Milwaukee - C 2
550790002013001,0,Milwaukee - C 260,Milwaukee - C 2
550790002021000,0,Milwaukee - C 263,Milwaukee - C 7
550790002021001,371,Milwaukee - C 263,Milwaukee - C 7
550790002021002,135,Milwaukee - C 263,Milwaukee - C 7
550790002021003,432,Milwaukee - C 263,Milwaukee - C 7
550790002021004,61,Milwaukee - C 263,Milwaukee - C 7
550790002021005,38,Milwaukee - C 263,Milwaukee - C 7
550790002021006,48,Milwaukee - C 263,Milwaukee - C 7
550790002021007,26,Milwaukee - C 264,Milwaukee - C 6
550790002021008,49,Milwaukee - C 264,Milwaukee - C 6
550790002021009,57,Milwaukee - C 263,Milwaukee - C 7
550790002021010,106,Milwaukee - C 263,Milwaukee - C 7
550790002021011,23,Milwaukee - C 264,Milwaukee - C 6
550790002021012,87,Milwaukee - C 263,Milwaukee - C 7
550790002021013,55,Milwaukee - C 263,Milwaukee - C 7
550790002021014,72,Milwaukee - C 263,Milwaukee - C 7
550790002021015,112,Milwaukee - C 263,Milwaukee - C 7
550790002021016,75,Milwaukee - C 264,Milwaukee - C 6
550790002021017,45,Milwaukee - C 264,Milwaukee - C 6
550790002021018,77,Milwaukee - C 264,Milwaukee - C 6
550790002021019,95,Milwaukee - C 264,Milwaukee - C 6
550790002021020,54,Milwaukee - C 264,Milwaukee - C 6
550790002021021,46,Milwaukee - C 264,Milwaukee - C 6
550790002021022,35,Milwaukee - C 264,Milwaukee - C 6
550790002021023,26,Milwaukee - C 264,Milwaukee - C 6
550790002021024,54,Milwaukee - C 264,Milwaukee - C 6
550790002022000,4,Milwaukee - C 264,Milwaukee - C 6
550790002022001,0,Milwaukee - C 264,Milwaukee - C 6
550790002022002,0,Milwaukee - C 264,Milwaukee - C 6
550790002022003,0,Milwaukee - C 263,Milwaukee - C 7
550790002022004,0,Milwaukee - C 264,Milwaukee - C 6
550790002022005,0,Milwaukee - C 264,Milwaukee - C 6
550790002022006,504,Milwaukee - C 264,Milwaukee - C 6
550790002022007,16,Milwaukee - C 264,Milwaukee - C 6
550790002022008,84,Milwaukee - C 264,Milwaukee - C 6
550790002022009,0,Milwaukee - C 264,Milwaukee - C 6
550790002022010,117,Milwaukee - C 264,Milwaukee - C 6
550790002022011,101,Milwaukee - C 264,Milwaukee - C 6
550790002022012,57,Milwaukee - C 264,Milwaukee - C 6
550790002022013,81,Milwaukee - C 264,Milwaukee - C 6
550790002022014,105,Milwaukee - C 264,Milwaukee - C 6
550790002022015,41,Milwaukee - C 264,Milwaukee - C 6
550790002022016,22,Milwaukee - C 264,Milwaukee - C 6
550790002022017,75,Milwaukee - C 264,Milwaukee - C 6
550790002022018,334,Milwaukee - C 264,Milwaukee - C 6
550790002023000,0,Milwaukee - C 264,Milwaukee - C 6
550790002023001,0,Milwaukee - C 264,Milwaukee - C 6
550790002023002,70,Milwaukee - C 264,Milwaukee - C 6
550790002023003,248,Milwaukee - C 264,Milwaukee - C 6
550790002023004,17,Milwaukee - C 264,Milwaukee - C 6
550790002023005,108,Milwaukee - C 264,Milwaukee - C 6
550790002023006,680,Milwaukee - C 264,Milwaukee - C 6
550790002023007,0,Milwaukee - C 264,Milwaukee - C 6
550790002023008,152,Milwaukee - C 264,Milwaukee - C 6
550790002023009,0,Milwaukee - C 266,Milwaukee - C 8
550790002023010,5,Milwaukee - C 266,Milwaukee - C 8
550790002023011,0,Milwaukee - C 266,Milwaukee - C 8
550790002023012,0,Milwaukee - C 266,Milwaukee - C 8
550790002023013,0,Milwaukee - C 266,Milwaukee - C 8
550790002023014,0,Milwaukee - C 264,Milwaukee - C 6
550790002023015,159,Milwaukee - C 264,Milwaukee - C 6
550790002023016,123,Milwaukee - C 264,Milwaukee - C 6
550790002023017,71,Milwaukee - C 266,Milwaukee - C 8
550790002023018,0,Milwaukee - C 266,Milwaukee - C 8
550790002023019,0,Milwaukee - C 266,Milwaukee - C 8
550790002023020,0,Milwaukee - C 266,Milwaukee - C 8
550790002023021,0,Milwaukee - C 266,Milwaukee - C 8
550790002023022,0,Milwaukee - C 266,Milwaukee - C 8
550790002023023,5,Milwaukee - C 266,Milwaukee - C 8
550790002023024,0,Milwaukee - C 266,Milwaukee - C 8
550790002023025,0,Milwaukee - C 266,Milwaukee - C 8
550790002023026,17,Milwaukee - C 266,Milwaukee - C 8
550790002023027,149,Milwaukee - C 267,Milwaukee - C 8
550790002023028,50,Milwaukee - C 267,Milwaukee - C 8
550790002023029,127,Milwaukee - C 267,Milwaukee - C 8
550790002023030,0,Milwaukee - C 267,Milwaukee - C 8
550790002023031,0,Milwaukee - C 267,Milwaukee - C 8
550790002023032,89,Milwaukee - C 267,Milwaukee - C 8
550790002023033,66,Milwaukee - C 267,Milwaukee - C 8
550790002023034,193,Milwaukee - C 267,Milwaukee - C 8
550790002023035,5,Milwaukee - C 266,Milwaukee - C 8
550790002023036,0,Milwaukee - C 266,Milwaukee - C 8
550790002023037,0,Milwaukee - C 266,Milwaukee - C 8
550790002023038,0,Milwaukee - C 266,Milwaukee - C 8
550790002023039,0,Milwaukee - C 266,Milwaukee - C 8
550790002023040,0,Milwaukee - C 266,Milwaukee - C 8
550790002023041,0,Milwaukee - C 266,Milwaukee - C 8
550790002023042,36,Milwaukee - C 267,Milwaukee - C 8
550790002023043,0,Milwaukee - C 266,Milwaukee - C 8
550790002023044,7,Milwaukee - C 266,Milwaukee - C 8
550790002023045,4,Milwaukee - C 266,Milwaukee - C 8
550790002023046,0,Milwaukee - C 266,Milwaukee - C 8
550790003011000,3,Milwaukee - C 266,Milwaukee - C 33
550790003011001,38,Milwaukee - C 266,Milwaukee - C 33
550790003011002,68,Milwaukee - C 266,Milwaukee - C 33
550790003011003,0,Milwaukee - C 273,Milwaukee - C 33
550790003011004,377,Milwaukee - C 273,Milwaukee - C 33
550790003011005,0,Milwaukee - C 273,Milwaukee - C 33
550790003011006,39,Milwaukee - C 273,Milwaukee - C 33
550790003011007,36,Milwaukee - C 273,Milwaukee - C 33
550790003011008,100,Milwaukee - C 273,Milwaukee - C 33
550790003011009,98,Milwaukee - C 273,Milwaukee - C 33
550790003011010,0,Milwaukee - C 273,Milwaukee - C 33
550790003011011,73,Milwaukee - C 273,Milwaukee - C 33
550790003011012,71,Milwaukee - C 273,Milwaukee - C 33
550790003011013,81,Milwaukee - C 273,Milwaukee - C 33
550790003011014,44,Milwaukee - C 273,Milwaukee - C 33
550790003011015,54,Milwaukee - C 273,Milwaukee - C 33
550790003011016,0,Milwaukee - C 273,Milwaukee - C 33
550790003011017,21,Milwaukee - C 273,Milwaukee - C 33
550790003011018,60,Milwaukee - C 273,Milwaukee - C 33
550790003011019,52,Milwaukee - C 273,Milwaukee - C 33
550790003011020,12,Milwaukee - C 273,Milwaukee - C 33
550790003011021,50,Milwaukee - C 273,Milwaukee - C 33
550790003011022,13,Milwaukee - C 273,Milwaukee - C 33
550790003011023,9,Milwaukee - C 273,Milwaukee - C 33
550790003011024,47,Milwaukee - C 273,Milwaukee - C 33
550790003011025,44,Milwaukee - C 273,Milwaukee - C 33
550790003011026,51,Milwaukee - C 273,Milwaukee - C 33
550790003011027,0,Milwaukee - C 273,Milwaukee - C 33
550790003011028,42,Milwaukee - C 273,Milwaukee - C 33
550790003011029,0,Milwaukee - C 273,Milwaukee - C 33
550790003011030,0,Milwaukee - C 273,Milwaukee - C 319
550790003021000,0,Milwaukee - C 266,Milwaukee - C 8
550790003021001,0,Milwaukee - C 266,Milwaukee - C 33
550790003021002,0,Milwaukee - C 266,Milwaukee - C 33
550790003021003,0,Milwaukee - C 266,Milwaukee - C 8
550790003021004,0,Milwaukee - C 266,Milwaukee - C 33
550790003021005,123,Milwaukee - C 266,Milwaukee - C 33
550790003021006,108,Milwaukee - C 266,Milwaukee - C 33
550790003021007,44,Milwaukee - C 266,Milwaukee - C 33
550790003021008,502,Milwaukee - C 266,Milwaukee - C 8
550790003021009,199,Milwaukee - C 271,Milwaukee - C 32
550790003021010,330,Milwaukee - C 266,Milwaukee - C 8
550790003021011,295,Milwaukee - C 271,Milwaukee - C 32
550790003021012,176,Milwaukee - C 271,Milwaukee - C 32
550790003021013,130,Milwaukee - C 266,Milwaukee - C 33
550790003021014,44,Milwaukee - C 266,Milwaukee - C 33
550790003021015,45,Milwaukee - C 266,Milwaukee - C 33
550790003021016,46,Milwaukee - C 266,Milwaukee - C 33
550790003021017,62,Milwaukee - C 266,Milwaukee - C 33
550790003021018,225,Milwaukee - C 271,Milwaukee - C 32
550790003021019,0,Milwaukee - C 271,Milwaukee - C 32
550790003021020,0,Milwaukee - C 266,Milwaukee - C 8
550790003021021,193,Milwaukee - C 271,Milwaukee - C 32
550790003021022,192,Milwaukee - C 271,Milwaukee - C 32
550790003021023,148,Milwaukee - C 271,Milwaukee - C 32
550790003021024,77,Milwaukee - C 271,Milwaukee - C 32
550790003021025,89,Milwaukee - C 271,Milwaukee - C 32
550790003031000,0,Milwaukee - C 273,Milwaukee - C 33
550790003031001,0,Milwaukee - C 273,Milwaukee - C 33
550790003031002,38,Milwaukee - C 273,Milwaukee - C 33
550790003031003,31,Milwaukee - C 273,Milwaukee - C 33
550790003031004,22,Milwaukee - C 273,Milwaukee - C 33
550790003031005,77,Milwaukee - C 273,Milwaukee - C 33
550790003031006,96,Milwaukee - C 273,Milwaukee - C 33
550790003031007,158,Milwaukee - C 273,Milwaukee - C 33
550790003031008,84,Milwaukee - C 273,Milwaukee - C 33
550790003031009,218,Milwaukee - C 273,Milwaukee - C 33
550790003031010,22,Milwaukee - C 273,Milwaukee - C 33
550790003031011,176,Milwaukee - C 273,Milwaukee - C 33
550790003031012,66,Milwaukee - C 273,Milwaukee - C 33
550790003031013,53,Milwaukee - C 273,Milwaukee - C 33
550790003031014,2,Milwaukee - C 273,Milwaukee - C 33
550790003032000,0,Milwaukee - C 271,Milwaukee - C 32
550790003032001,129,Milwaukee - C 271,Milwaukee - C 32
550790003032002,68,Milwaukee - C 271,Milwaukee - C 32
550790003032003,32,Milwaukee - C 271,Milwaukee - C 32
550790003032004,44,Milwaukee - C 271,Milwaukee - C 32
550790003032005,50,Milwaukee - C 271,Milwaukee - C 32
550790003032006,98,Milwaukee - C 271,Milwaukee - C 32
550790003032007,30,Milwaukee - C 271,Milwaukee - C 32
550790003032008,41,Milwaukee - C 271,Milwaukee - C 32
550790003032009,134,Milwaukee - C 273,Milwaukee - C 33
550790003032010,0,Milwaukee - C 273,Milwaukee - C 33
550790003032011,57,Milwaukee - C 271,Milwaukee - C 32
550790003032012,39,Milwaukee - C 271,Milwaukee - C 32
550790003032013,83,Milwaukee - C 271,Milwaukee - C 32
550790003032014,25,Milwaukee - C 271,Milwaukee - C 32
550790003041000,68,Milwaukee - C 267,Milwaukee - C 8
550790003041001,19,Milwaukee - C 267,Milwaukee - C 8
550790003041002,75,Milwaukee - C 267,Milwaukee - C 8
550790003041003,57,Milwaukee - C 267,Milwaukee - C 8
550790003041004,99,Milwaukee - C 267,Milwaukee - C 8
550790003041005,22,Milwaukee - C 267,Milwaukee - C 8
550790003041006,30,Milwaukee - C 267,Milwaukee - C 8
550790003041007,48,Milwaukee - C 267,Milwaukee - C 8
550790003041008,33,Milwaukee - C 267,Milwaukee - C 8
550790003041009,36,Milwaukee - C 267,Milwaukee - C 8
550790003041010,22,Milwaukee - C 266,Milwaukee - C 8
550790003041011,0,Milwaukee - C 266,Milwaukee - C 8
550790003041012,0,Milwaukee - C 267,Milwaukee - C 8
550790003041013,41,Milwaukee - C 267,Milwaukee - C 8
550790003041014,39,Milwaukee - C 267,Milwaukee - C 8
550790003041015,86,Milwaukee - C 267,Milwaukee - C 8
550790003041016,46,Milwaukee - C 267,Milwaukee - C 8
550790003041017,47,Milwaukee - C 267,Milwaukee - C 8
550790003041018,40,Milwaukee - C 267,Milwaukee - C 8
550790003041019,30,Milwaukee - C 267,Milwaukee - C 8
550790003041020,34,Milwaukee - C 267,Milwaukee - C 8
550790003041021,37,Milwaukee - C 267,Milwaukee - C 8
550790003041022,0,Milwaukee - C 267,Milwaukee - C 8
550790003041023,0,Milwaukee - C 267,Milwaukee - C 8
550790003041024,0,Milwaukee - C 267,Milwaukee - C 8
550790003041025,0,Milwaukee - C 267,Milwaukee - C 8
550790003041026,0,Milwaukee - C 267,Milwaukee - C 8
550790003041027,0,Milwaukee - C 267,Milwaukee - C 8
550790003041028,0,Milwaukee - C 267,Milwaukee - C 8
550790003042000,8,Milwaukee - C 155,Milwaukee - C 9
550790003042001,231,Milwaukee - C 155,Milwaukee - C 9
550790003042002,54,Milwaukee - C 155,Milwaukee - C 11
550790003042003,78,Milwaukee - C 155,Milwaukee - C 9
550790003042004,166,Milwaukee - C 155,Milwaukee - C 11
550790003042005,94,Milwaukee - C 268,Milwaukee - C 10
550790003042006,38,Milwaukee - C 268,Milwaukee - C 10
550790003042007,144,Milwaukee - C 155,Milwaukee - C 11
550790003042008,77,Milwaukee - C 155,Milwaukee - C 11
550790003042009,93,Milwaukee - C 155,Milwaukee - C 11
550790003042010,0,Milwaukee - C 155,Milwaukee - C 11
550790003042011,143,Milwaukee - C 155,Milwaukee - C 11
550790003042012,57,Milwaukee - C 268,Milwaukee - C 10
550790003042013,145,Milwaukee - C 268,Milwaukee - C 10
550790003042014,68,Milwaukee - C 268,Milwaukee - C 10
550790003042015,73,Milwaukee - C 268,Milwaukee - C 9
550790003042016,117,Milwaukee - C 268,Milwaukee - C 10
550790003042017,85,Milwaukee - C 268,Milwaukee - C 10
550790003042018,104,Milwaukee - C 268,Milwaukee - C 10
550790003042019,64,Milwaukee - C 268,Milwaukee - C 10
550790003042020,324,Milwaukee - C 267,Milwaukee - C 32
550790003042021,87,Milwaukee - C 267,Milwaukee - C 32
550790003042022,73,Milwaukee - C 267,Milwaukee - C 32
550790003042023,0,Milwaukee - C 267,Milwaukee - C 32
550790003042024,0,Milwaukee - C 267,Milwaukee - C 32
550790003042025,150,Milwaukee - C 268,Milwaukee - C 10
550790004001000,171,Milwaukee - C 77,Milwaukee - C 34
550790004001001,72,Milwaukee - C 76,Milwaukee - C 34
550790004001002,119,Milwaukee - C 76,Milwaukee - C 34
550790004001003,62,Milwaukee - C 76,Milwaukee - C 34
550790004001004,56,Milwaukee - C 76,Milwaukee - C 34
550790004001005,34,Milwaukee - C 76,Milwaukee - C 34
550790004001006,12,Milwaukee - C 77,Milwaukee - C 34
550790004001007,76,Milwaukee - C 76,Milwaukee - C 34
550790004001008,69,Milwaukee - C 76,Milwaukee - C 34
550790004001009,86,Milwaukee - C 76,Milwaukee - C 34
550790004001010,86,Milwaukee - C 76,Milwaukee - C 34
550790004001011,69,Milwaukee - C 76,Milwaukee - C 34
550790004002000,1181,Milwaukee - C 77,Milwaukee - C 34
550790004002001,0,Milwaukee - C 77,Milwaukee - C 34
550790004002002,325,Milwaukee - C 77,Milwaukee - C 34
550790004002003,0,Milwaukee - C 77,Milwaukee - C 34
550790004002004,0,Milwaukee - C 77,Milwaukee - C 34
550790004002005,0,Milwaukee - C 77,Milwaukee - C 34
550790004002006,0,Milwaukee - C 77,Milwaukee - C 34
550790004002007,0,Milwaukee - C 77,Milwaukee - C 34
550790004002008,0,Milwaukee - C 77,Milwaukee - C 34
550790004002009,0,Milwaukee - C 77,Milwaukee - C 34
550790004002010,0,Milwaukee - C 77,Milwaukee - C 34
550790004002011,1,Milwaukee - C 77,Milwaukee - C 34
550790004002012,0,Milwaukee - C 77,Milwaukee - C 34
550790004002013,0,Milwaukee - C 77,Milwaukee - C 34
550790004002014,0,Milwaukee - C 77,Milwaukee - C 34
550790004002015,0,Milwaukee - C 77,Milwaukee - C 34
550790004002016,0,Milwaukee - C 77,Milwaukee - C 34
550790004002017,0,Milwaukee - C 77,Milwaukee - C 34
550790004002018,0,Milwaukee - C 77,Milwaukee - C 34
550790004002019,0,Milwaukee - C 77,Milwaukee - C 34
550790004002020,0,Milwaukee - C 77,Milwaukee - C 34
550790004002021,20,Milwaukee - C 77,Milwaukee - C 34
550790004002022,0,Milwaukee - C 77,Milwaukee - C 34
550790004002023,0,Milwaukee - C 77,Milwaukee - C 34
550790005011000,178,Milwaukee - C 273,Milwaukee - C 33
550790005011001,35,Milwaukee - C 273,Milwaukee - C 33
550790005011002,118,Milwaukee - C 273,Milwaukee - C 33
550790005011003,45,Milwaukee - C 273,Milwaukee - C 33
550790005011004,87,Milwaukee - C 273,Milwaukee - C 33
550790005011005,53,Milwaukee - C 273,Milwaukee - C 33
550790005011006,66,Milwaukee - C 273,Milwaukee - C 33
550790005011007,0,Milwaukee - C 273,Milwaukee - C 33
550790005011008,0,Milwaukee - C 273,Milwaukee - C 33
550790005011009,0,Milwaukee - C 273,Milwaukee - C 33
550790005011010,0,Milwaukee - C 273,Milwaukee - C 33
550790005011011,0,Milwaukee - C 273,Milwaukee - C 33
550790005011012,0,Milwaukee - C 273,Milwaukee - C 33
550790005011013,0,Milwaukee - C 273,Milwaukee - C 33
550790005011014,201,Milwaukee - C 273,Milwaukee - C 35
550790005011015,0,Milwaukee - C 273,Milwaukee - C 35
550790005011016,0,Milwaukee - C 273,Milwaukee - C 33
550790005011017,0,Milwaukee - C 273,Milwaukee - C 33
550790005011018,0,Milwaukee - C 273,Milwaukee - C 33
550790005011019,0,Milwaukee - C 273,Milwaukee - C 33
550790005012000,138,Milwaukee - C 77,Milwaukee - C 35
550790005012001,90,Milwaukee - C 77,Milwaukee - C 35
550790005012002,26,Milwaukee - C 77,Milwaukee - C 35
550790005012003,108,Milwaukee - C 77,Milwaukee - C 35
550790005012004,59,Milwaukee - C 77,Milwaukee - C 35
550790005012005,72,Milwaukee - C 77,Milwaukee - C 35
550790005012006,63,Milwaukee - C 77,Milwaukee - C 35
550790005012007,57,Milwaukee - C 77,Milwaukee - C 35
550790005012008,67,Milwaukee - C 77,Milwaukee - C 35
550790005012009,103,Milwaukee - C 77,Milwaukee - C 35
550790005012010,66,Milwaukee - C 77,Milwaukee - C 35
550790005012011,104,Milwaukee - C 76,Milwaukee - C 35
550790005012012,87,Milwaukee - C 76,Milwaukee - C 34
550790005012013,357,Milwaukee - C 76,Milwaukee - C 34
550790005012014,51,Milwaukee - C 76,Milwaukee - C 35
550790005012015,110,Milwaukee - C 76,Milwaukee - C 35
550790005012016,24,Milwaukee - C 76,Milwaukee - C 35
550790005012017,207,Milwaukee - C 76,Milwaukee - C 35
550790005012018,23,Milwaukee - C 76,Milwaukee - C 34
550790005012019,27,Milwaukee - C 76,Milwaukee - C 34
550790005012020,136,Milwaukee - C 76,Milwaukee - C 35
550790005012021,135,Milwaukee - C 76,Milwaukee - C 35
550790005012022,16,Milwaukee - C 76,Milwaukee - C 35
550790005013000,61,Milwaukee - C 75,Milwaukee - C 36
550790005013001,239,Milwaukee - C 75,Milwaukee - C 36
550790005013002,108,Milwaukee - C 75,Milwaukee - C 36
550790005013003,114,Milwaukee - C 76,Milwaukee - C 35
550790005013004,19,Milwaukee - C 76,Milwaukee - C 35
550790005021000,70,Milwaukee - C 271,Milwaukee - C 32
550790005021001,277,Milwaukee - C 271,Milwaukee - C 32
550790005021002,406,Milwaukee - C 271,Milwaukee - C 32
550790005021003,82,Milwaukee - C 271,Milwaukee - C 32
550790005021004,228,Milwaukee - C 271,Milwaukee - C 32
550790005021005,0,Milwaukee - C 271,Milwaukee - C 32
550790005021006,68,Milwaukee - C 271,Milwaukee - C 32
550790005021007,0,Milwaukee - C 271,Milwaukee - C 32
550790005021008,0,Milwaukee - C 271,Milwaukee - C 32
550790005022000,0,Milwaukee - C 272,Milwaukee - C 31
550790005022001,490,Milwaukee - C 272,Milwaukee - C 31
550790005022002,114,Milwaukee - C 272,Milwaukee - C 31
550790005022003,0,Milwaukee - C 272,Milwaukee - C 31
550790005022004,0,Milwaukee - C 272,Milwaukee - C 31
550790005022005,0,Milwaukee - C 272,Milwaukee - C 31
550790005022006,0,Milwaukee - C 272,Milwaukee - C 31
550790005022007,74,Milwaukee - C 272,Milwaukee - C 31
550790005022008,159,Milwaukee - C 272,Milwaukee - C 31
550790005022009,134,Milwaukee - C 272,Milwaukee - C 31
550790005022010,108,Milwaukee - C 272,Milwaukee - C 31
550790005022011,227,Milwaukee - C 272,Milwaukee - C 31
550790005022012,0,Milwaukee - C 272,Milwaukee - C 31
550790005022013,96,Milwaukee - C 272,Milwaukee - C 31
550790005022014,76,Milwaukee - C 272,Milwaukee - C 31
550790005022015,160,Milwaukee - C 272,Milwaukee - C 31
550790005022016,79,Milwaukee - C 272,Milwaukee - C 31
550790005022017,99,Milwaukee - C 272,Milwaukee - C 31
550790005022018,78,Milwaukee - C 272,Milwaukee - C 31
550790005022019,98,Milwaukee - C 272,Milwaukee - C 31
550790005022020,80,Milwaukee - C 272,Milwaukee - C 31
550790005022021,0,Milwaukee - C 272,Milwaukee - C 31
550790005022022,17,Milwaukee - C 272,Milwaukee - C 31
550790005022023,26,Milwaukee - C 272,Milwaukee - C 31
550790005022024,0,Milwaukee - C 272,Milwaukee - C 31
550790005023000,268,Milwaukee - C 74,Milwaukee - C 37
550790005023001,358,Milwaukee - C 74,Milwaukee - C 37
550790005023002,50,Milwaukee - C 74,Milwaukee - C 37
550790005023003,0,Milwaukee - C 74,Milwaukee - C 37
550790005023004,200,Milwaukee - C 74,Milwaukee - C 37
550790005023005,228,Milwaukee - C 74,Milwaukee - C 37
550790005023006,528,Milwaukee - C 74,Milwaukee - C 37
550790006001000,204,Milwaukee - C 269,Milwaukee - C 11
550790006001001,84,Milwaukee - C 269,Milwaukee - C 11
550790006001002,79,Milwaukee - C 269,Milwaukee - C 11
550790006001003,270,Milwaukee - C 269,Milwaukee - C 11
550790006001004,55,Milwaukee - C 269,Milwaukee - C 11
550790006001005,35,Milwaukee - C 269,Milwaukee - C 11
550790006001006,25,Milwaukee - C 269,Milwaukee - C 11
550790006001007,41,Milwaukee - C 269,Milwaukee - C 11
550790006002000,110,Milwaukee - C 269,Milwaukee - C 11
550790006002001,52,Milwaukee - C 269,Milwaukee - C 11
550790006002002,50,Milwaukee - C 269,Milwaukee - C 11
550790006002003,29,Milwaukee - C 269,Milwaukee - C 11
550790006002004,32,Milwaukee - C 269,Milwaukee - C 11
550790006002005,86,Milwaukee - C 269,Milwaukee - C 11
